name,size,river,background,mask_roi_13,mask_roi_12,river_roi_13,river_roi_12
image_105.png,"(608, 808)",215118,276146,"(608, 270)","(608, 404)",39720,110289
image_70.png,"(608, 808)",234059,257205,"(608, 270)","(608, 404)",52689,122373
image_232.png,"(608, 808)",201895,289369,"(608, 270)","(608, 404)",39135,107551
image_46.png,"(608, 808)",233882,257382,"(608, 270)","(608, 404)",64008,134247
image_89.png,"(608, 808)",225426,265838,"(608, 270)","(608, 404)",44341,114166
image_288.png,"(608, 808)",225778,265486,"(608, 270)","(608, 404)",42269,112853
image_6.png,"(608, 808)",218274,272990,"(608, 270)","(608, 404)",37826,109172
image_15.png,"(608, 808)",219148,272116,"(608, 270)","(608, 404)",51343,117045
image_12.png,"(608, 808)",237581,253683,"(608, 270)","(608, 404)",40818,110129
image_256.png,"(608, 808)",221642,269622,"(608, 270)","(608, 404)",41443,110287
image_41.png,"(608, 808)",260169,231095,"(608, 270)","(608, 404)",86465,158013
image_274.png,"(608, 808)",217257,274007,"(608, 270)","(608, 404)",41677,110791
image_85.png,"(608, 808)",230711,260553,"(608, 270)","(608, 404)",44395,113778
image_28.png,"(608, 808)",261972,229292,"(608, 270)","(608, 404)",73283,144564
image_302.png,"(608, 808)",223580,267684,"(608, 270)","(608, 404)",41673,111126
image_4.png,"(608, 808)",227226,264038,"(608, 270)","(608, 404)",40788,111828
image_73.png,"(608, 808)",241441,249823,"(608, 270)","(608, 404)",51591,121527
image_37.png,"(608, 808)",317907,173357,"(608, 270)","(608, 404)",115773,192308
image_285.png,"(608, 808)",224617,266647,"(608, 270)","(608, 404)",42592,112409
image_293.png,"(608, 808)",220054,271210,"(608, 270)","(608, 404)",42857,112025
image_38.png,"(608, 808)",303507,187757,"(608, 270)","(608, 404)",103820,177037
image_18.png,"(608, 808)",243278,247986,"(608, 270)","(608, 404)",57049,125377
image_246.png,"(608, 808)",222954,268310,"(608, 270)","(608, 404)",44069,113627
image_66.png,"(608, 808)",242871,248393,"(608, 270)","(608, 404)",62450,133007
image_258.png,"(608, 808)",215285,275979,"(608, 270)","(608, 404)",40330,109613
image_52.png,"(608, 808)",299561,191703,"(608, 270)","(608, 404)",115752,186633
image_296.png,"(608, 808)",201696,289568,"(608, 270)","(608, 404)",38283,107698
image_71.png,"(608, 808)",234765,256499,"(608, 270)","(608, 404)",55638,127369
image_29.png,"(608, 808)",231409,259855,"(608, 270)","(608, 404)",70358,140715
image_271.png,"(608, 808)",215162,276102,"(608, 270)","(608, 404)",39227,107880
image_20.png,"(608, 808)",264676,226588,"(608, 270)","(608, 404)",74172,145712
image_107.png,"(608, 808)",234791,256473,"(608, 270)","(608, 404)",46861,117572
image_26.png,"(608, 808)",266252,225012,"(608, 270)","(608, 404)",74692,145142
image_286.png,"(608, 808)",228233,263031,"(608, 270)","(608, 404)",42921,112639
image_255.png,"(608, 808)",212118,279146,"(608, 270)","(608, 404)",40415,109714
image_32.png,"(608, 808)",233899,257365,"(608, 270)","(608, 404)",59263,117455
image_17.png,"(608, 808)",208916,282348,"(608, 270)","(608, 404)",46675,102548
image_104.png,"(608, 808)",221448,269816,"(608, 270)","(608, 404)",44283,115549
image_56.png,"(608, 808)",277210,214054,"(608, 270)","(608, 404)",99313,169771
image_230.png,"(608, 808)",221430,269834,"(608, 270)","(608, 404)",44561,113588
image_88.png,"(608, 808)",223074,268190,"(608, 270)","(608, 404)",42759,112877
image_257.png,"(608, 808)",216000,275264,"(608, 270)","(608, 404)",39520,109026
image_300.png,"(608, 808)",218508,272756,"(608, 270)","(608, 404)",41441,110282
image_225.png,"(608, 808)",232868,258396,"(608, 270)","(608, 404)",44878,112922
image_82.png,"(608, 808)",224868,266396,"(608, 270)","(608, 404)",47067,117260
image_39.png,"(608, 808)",248066,243198,"(608, 270)","(608, 404)",84322,144793
image_292.png,"(608, 808)",216928,274336,"(608, 270)","(608, 404)",41415,110853
image_30.png,"(608, 808)",249874,241390,"(608, 270)","(608, 404)",71924,144079
image_226.png,"(608, 808)",230717,260547,"(608, 270)","(608, 404)",44223,111568
image_281.png,"(608, 808)",211873,279391,"(608, 270)","(608, 404)",40404,108874
image_101.png,"(608, 808)",222374,268890,"(608, 270)","(608, 404)",45282,113717
image_228.png,"(608, 808)",215672,275592,"(608, 270)","(608, 404)",44098,112673
image_77.png,"(608, 808)",240559,250705,"(608, 270)","(608, 404)",49817,121316
image_0.png,"(608, 808)",221127,270137,"(608, 270)","(608, 404)",40369,112039
image_231.png,"(608, 808)",209846,281418,"(608, 270)","(608, 404)",40454,109547
image_265.png,"(608, 808)",211582,279682,"(608, 270)","(608, 404)",39137,108048
image_102.png,"(608, 808)",220113,271151,"(608, 270)","(608, 404)",45483,115846
image_8.png,"(608, 808)",217244,274020,"(608, 270)","(608, 404)",32245,101880
image_72.png,"(608, 808)",231967,259297,"(608, 270)","(608, 404)",52517,121563
image_36.png,"(608, 808)",303912,187352,"(608, 270)","(608, 404)",114633,188157
image_262.png,"(608, 808)",216332,274932,"(608, 270)","(608, 404)",42558,112169
image_75.png,"(608, 808)",228418,262846,"(608, 270)","(608, 404)",48887,120126
image_295.png,"(608, 808)",219964,271300,"(608, 270)","(608, 404)",40983,110168
image_45.png,"(608, 808)",235352,255912,"(608, 270)","(608, 404)",63956,134404
image_19.png,"(608, 808)",257503,233761,"(608, 270)","(608, 404)",59937,131115
image_62.png,"(608, 808)",251967,239297,"(608, 270)","(608, 404)",76901,146604
image_65.png,"(608, 808)",255778,235486,"(608, 270)","(608, 404)",64520,134542
image_60.png,"(608, 808)",271390,219874,"(608, 270)","(608, 404)",84621,155602
image_252.png,"(608, 808)",212928,278336,"(608, 270)","(608, 404)",39704,108601
image_47.png,"(608, 808)",252755,238509,"(608, 270)","(608, 404)",74276,146039
image_57.png,"(608, 808)",284904,206360,"(608, 270)","(608, 404)",98497,171541
image_261.png,"(608, 808)",218063,273201,"(608, 270)","(608, 404)",39032,107578
image_259.png,"(608, 808)",215107,276157,"(608, 270)","(608, 404)",39614,108171
image_245.png,"(608, 808)",214716,276548,"(608, 270)","(608, 404)",39998,108039
image_74.png,"(608, 808)",230239,261025,"(608, 270)","(608, 404)",45717,115509
image_233.png,"(608, 808)",219113,272151,"(608, 270)","(608, 404)",41584,111233
image_260.png,"(608, 808)",215946,275318,"(608, 270)","(608, 404)",39722,108950
image_48.png,"(608, 808)",240297,250967,"(608, 270)","(608, 404)",78631,144764
image_234.png,"(608, 808)",213450,277814,"(608, 270)","(608, 404)",42076,112424
